lot_id,date,plant_line,shift,part_id,supplier_id,qty_received,qty_used
L0002765,2025-10-29,BodyLine-1,B,P0033,S001,366,321
L0002766,2025-10-29,Final-1,A,P0027,S005,305,215
L0002767,2025-10-29,TrimLine-1,A,P0030,S009,303,227
L0002768,2025-10-29,BodyLine-2,A,P0009,S011,159,130
L0002769,2025-10-30,BodyLine-2,B,P0016,S007,137,107
L0002770,2025-10-30,ChassisLine-1,B,P0028,S003,346,284
L0002771,2025-10-30,BodyLine-1,A,P0026,S012,199,159
L0002772,2025-10-30,BodyLine-2,C,P0010,S005,224,211
L0002773,2025-10-30,Final-1,A,P0025,S010,172,152
L0002774,2025-10-30,BodyLine-1,C,P0034,S006,469,367
L0002775,2025-10-30,ChassisLine-1,A,P0013,S007,272,217
L0002776,2025-10-30,ChassisLine-1,A,P0021,S001,247,215
L0002777,2025-10-30,BodyLine-1,B,P0009,S011,121,105
L0002778,2025-10-30,TrimLine-1,C,P0024,S002,218,153
L0002779,2025-10-30,BodyLine-2,C,P0031,S006,213,197
L0002780,2025-10-30,ChassisLine-1,A,P0017,S001,445,428
L0002781,2025-10-30,TrimLine-1,A,P0002,S010,184,166
L0002782,2025-10-30,ChassisLine-1,A,P0008,S007,298,234
L0002783,2025-10-30,BodyLine-2,C,P0033,S001,400,353
L0002784,2025-10-30,BodyLine-2,A,P0035,S005,252,192
L0002785,2025-10-30,TrimLine-1,C,P0027,S005,409,349
L0002786,2025-10-30,ChassisLine-1,B,P0032,S005,268,242
L0002787,2025-10-30,BodyLine-2,C,P0007,S007,383,307
L0002788,2025-10-31,BodyLine-1,A,P0010,S005,288,217
L0002789,2025-10-31,ChassisLine-1,A,P0013,S007,316,247
L0002790,2025-10-31,Final-1,A,P0024,S002,271,246
L0002791,2025-10-31,BodyLine-1,A,P0033,S001,123,112
L0002792,2025-10-31,ChassisLine-1,B,P0008,S007,447,369
L0002793,2025-10-31,ChassisLine-1,B,P0032,S005,379,265
L0002794,2025-10-31,BodyLine-2,C,P0005,S001,188,153
L0002795,2025-10-31,BodyLine-1,B,P0009,S011,337,285
L0002796,2025-10-31,TrimLine-1,A,P0002,S010,510,383
L0002797,2025-10-31,TrimLine-1,B,P0006,S009,248,197
L0002798,2025-10-31,BodyLine-2,B,P0034,S006,457,349
L0002799,2025-10-31,ChassisLine-1,A,P0017,S001,182,157
L0002800,2025-10-31,Final-1,A,P0004,S006,274,230
L0002801,2025-10-31,BodyLine-1,A,P0035,S005,394,323
L0002802,2025-10-31,ChassisLine-1,C,P0028,S003,397,278
L0002803,2025-10-31,BodyLine-2,C,P0026,S012,351,256
L0002804,2025-10-31,Final-1,B,P0030,S009,393,301
L0002805,2025-10-31,ChassisLine-1,A,P0015,S008,462,345
L0002806,2025-10-31,TrimLine-1,B,P0025,S010,468,332
L0002807,2025-10-31,TrimLine-1,C,P0014,S003,157,126
L0002808,2025-10-31,BodyLine-2,B,P0007,S007,218,183
L0002809,2025-10-31,ChassisLine-1,A,P0036,S003,378,323
L0002810,2025-11-01,BodyLine-1,C,P0034,S006,207,184
L0002811,2025-11-01,BodyLine-1,A,P0026,S012,496,472
L0002812,2025-11-01,Final-1,A,P0012,S001,335,310
L0002813,2025-11-01,ChassisLine-1,A,P0008,S007,441,358
L0002814,2025-11-01,ChassisLine-1,A,P0032,S005,423,306
L0002815,2025-11-01,BodyLine-2,A,P0007,S007,353,320
L0002816,2025-11-01,BodyLine-1,B,P0019,S006,281,230
L0002817,2025-11-01,BodyLine-2,A,P0005,S001,221,212
L0002818,2025-11-01,BodyLine-2,A,P0035,S005,131,125
L0002819,2025-11-01,ChassisLine-1,B,P0036,S003,335,307
L0002820,2025-11-01,TrimLine-1,A,P0002,S010,518,420
L0002821,2025-11-01,Final-1,A,P0025,S010,173,130
L0002822,2025-11-01,BodyLine-2,C,P0033,S001,263,213
L0002823,2025-11-01,BodyLine-1,A,P0003,S007,123,94
L0002824,2025-11-01,BodyLine-2,B,P0016,S007,509,364
L0002825,2025-11-01,BodyLine-1,B,P0009,S011,284,242
L0002826,2025-11-01,BodyLine-2,A,P0031,S006,142,124
L0002827,2025-11-01,BodyLine-1,A,P0010,S005,308,257
L0002828,2025-11-01,ChassisLine-1,A,P0028,S003,179,144
L0002829,2025-11-01,ChassisLine-1,B,P0015,S008,211,172
L0002830,2025-11-01,ChassisLine-1,B,P0013,S007,475,375
L0002831,2025-11-01,TrimLine-1,C,P0004,S006,333,310
L0002832,2025-11-01,ChassisLine-1,C,P0017,S001,269,207
L0002833,2025-11-01,TrimLine-1,B,P0001,S001,239,223
L0002834,2025-11-02,ChassisLine-1,B,P0017,S001,508,407
L0002835,2025-11-02,BodyLine-1,A,P0016,S007,247,231
L0002836,2025-11-02,BodyLine-1,A,P0019,S006,363,324
L0002837,2025-11-02,BodyLine-2,B,P0003,S007,335,258
L0002838,2025-11-02,BodyLine-1,C,P0033,S001,464,346
L0002839,2025-11-02,ChassisLine-1,A,P0036,S003,155,120
L0002840,2025-11-02,BodyLine-2,B,P0007,S007,171,149
L0002841,2025-11-02,BodyLine-2,B,P0005,S001,246,237
L0002842,2025-11-02,Final-1,A,P0006,S009,333,261
L0002843,2025-11-02,Final-1,A,P0025,S010,349,340
L0002844,2025-11-02,ChassisLine-1,A,P0032,S005,437,365
L0002845,2025-11-02,ChassisLine-1,A,P0028,S003,425,317
L0002846,2025-11-02,ChassisLine-1,B,P0022,S012,154,148
L0002847,2025-11-02,BodyLine-1,A,P0026,S012,275,250
L0002848,2025-11-02,TrimLine-1,B,P0018,S001,416,349
L0002849,2025-11-02,TrimLine-1,B,P0024,S002,226,214
L0002850,2025-11-02,ChassisLine-1,C,P0021,S001,317,305
L0002851,2025-11-02,TrimLine-1,A,P0027,S005,434,318
L0002852,2025-11-02,TrimLine-1,A,P0014,S003,246,186
L0002853,2025-11-02,Final-1,A,P0023,S004,153,127
L0002854,2025-11-02,ChassisLine-1,B,P0013,S007,208,158
L0002855,2025-11-02,BodyLine-2,B,P0009,S011,286,217
L0002856,2025-11-02,Final-1,A,P0001,S001,204,162
L0002857,2025-11-02,ChassisLine-1,A,P0015,S008,502,462
L0002858,2025-11-03,ChassisLine-1,B,P0008,S007,196,168
L0002859,2025-11-03,BodyLine-2,C,P0034,S006,222,170
L0002860,2025-11-03,BodyLine-1,C,P0031,S006,282,242
L0002861,2025-11-03,BodyLine-1,A,P0007,S007,490,372
L0002862,2025-11-03,BodyLine-2,A,P0033,S001,232,179
L0002863,2025-11-03,BodyLine-1,B,P0010,S005,433,415
L0002864,2025-11-03,TrimLine-1,B,P0004,S006,220,169
L0002865,2025-11-03,Final-1,C,P0025,S010,170,148
L0002866,2025-11-03,TrimLine-1,C,P0024,S002,352,335
L0002867,2025-11-03,BodyLine-2,B,P0005,S001,460,323
L0002868,2025-11-03,TrimLine-1,B,P0012,S001,439,322
L0002869,2025-11-03,ChassisLine-1,A,P0036,S003,228,178
L0002870,2025-11-03,BodyLine-2,A,P0026,S012,483,400
L0002871,2025-11-03,TrimLine-1,A,P0027,S005,355,273
L0002872,2025-11-03,BodyLine-2,A,P0009,S011,193,186
L0002873,2025-11-03,ChassisLine-1,B,P0021,S001,275,241
L0002874,2025-11-03,ChassisLine-1,C,P0013,S007,204,146
L0002875,2025-11-03,ChassisLine-1,B,P0017,S001,177,133
L0002876,2025-11-03,Final-1,B,P0001,S001,279,205
L0002877,2025-11-03,BodyLine-2,B,P0019,S006,388,318
L0002878,2025-11-03,TrimLine-1,C,P0002,S010,452,375
L0002879,2025-11-03,BodyLine-1,A,P0035,S005,511,497
L0002880,2025-11-03,Final-1,A,P0029,S008,290,213
L0002881,2025-11-03,BodyLine-2,A,P0003,S007,174,161
L0002882,2025-11-03,ChassisLine-1,C,P0022,S012,436,329
L0002883,2025-11-04,ChassisLine-1,B,P0022,S012,434,390
L0002884,2025-11-04,BodyLine-2,B,P0007,S007,125,94
L0002885,2025-11-04,ChassisLine-1,B,P0008,S007,425,397
L0002886,2025-11-04,TrimLine-1,B,P0011,S011,478,436
L0002887,2025-11-04,BodyLine-1,B,P0019,S006,169,163
L0002888,2025-11-04,BodyLine-1,A,P0031,S006,159,134
L0002889,2025-11-04,ChassisLine-1,B,P0028,S003,400,330
L0002890,2025-11-04,BodyLine-1,C,P0034,S006,134,125
L0002891,2025-11-04,BodyLine-1,B,P0010,S005,352,265
L0002892,2025-11-04,ChassisLine-1,A,P0013,S007,163,138
L0002893,2025-11-04,Final-1,B,P0001,S001,414,397
L0002894,2025-11-04,BodyLine-2,A,P0003,S007,161,128
L0002895,2025-11-04,ChassisLine-1,B,P0021,S001,370,302
L0002896,2025-11-04,TrimLine-1,A,P0024,S002,134,125
L0002897,2025-11-04,ChassisLine-1,B,P0020,S006,263,249
L0002898,2025-11-04,BodyLine-1,B,P0009,S011,243,229
L0002899,2025-11-04,Final-1,B,P0012,S001,425,348
L0002900,2025-11-04,BodyLine-2,B,P0035,S005,217,209
L0002901,2025-11-04,ChassisLine-1,A,P0015,S008,380,345
L0002902,2025-11-04,ChassisLine-1,A,P0017,S001,503,400
L0002903,2025-11-04,BodyLine-2,C,P0005,S001,519,472
L0002904,2025-11-04,BodyLine-2,A,P0026,S012,406,292
L0002905,2025-11-05,ChassisLine-1,A,P0028,S003,261,184
L0002906,2025-11-05,ChassisLine-1,B,P0013,S007,204,159
L0002907,2025-11-05,Final-1,A,P0014,S003,155,136
L0002908,2025-11-05,BodyLine-1,A,P0019,S006,149,105
L0002909,2025-11-05,TrimLine-1,B,P0030,S009,320,311
L0002910,2025-11-05,ChassisLine-1,B,P0036,S003,484,373
L0002911,2025-11-05,ChassisLine-1,B,P0021,S001,226,171
L0002912,2025-11-05,ChassisLine-1,C,P0017,S001,127,123
L0002913,2025-11-05,BodyLine-2,B,P0009,S011,349,261
L0002914,2025-11-05,TrimLine-1,A,P0024,S002,354,282
L0002915,2025-11-05,BodyLine-1,A,P0026,S012,305,265
L0002916,2025-11-05,Final-1,A,P0002,S010,445,422
L0002917,2025-11-05,BodyLine-2,A,P0033,S001,287,248
L0002918,2025-11-05,ChassisLine-1,C,P0015,S008,183,128
L0002919,2025-11-05,ChassisLine-1,A,P0022,S012,292,249
L0002920,2025-11-05,Final-1,A,P0029,S008,195,154
L0002921,2025-11-05,BodyLine-1,A,P0005,S001,373,331
L0002922,2025-11-05,ChassisLine-1,B,P0032,S005,226,179
L0002923,2025-11-05,BodyLine-1,B,P0016,S007,209,195
L0002924,2025-11-05,TrimLine-1,B,P0023,S004,382,283
L0002925,2025-11-05,BodyLine-1,B,P0031,S006,506,427
L0002926,2025-11-05,Final-1,B,P0004,S006,478,374
L0002927,2025-11-05,ChassisLine-1,A,P0020,S006,298,228
L0002928,2025-11-05,Final-1,B,P0018,S001,191,152
L0002929,2025-11-05,TrimLine-1,A,P0001,S001,442,350
L0002930,2025-11-05,BodyLine-1,A,P0007,S007,250,214
L0002931,2025-11-05,ChassisLine-1,A,P0008,S007,440,427
L0002932,2025-11-06,ChassisLine-1,A,P0008,S007,451,391
L0002933,2025-11-06,ChassisLine-1,A,P0017,S001,336,261
L0002934,2025-11-06,ChassisLine-1,A,P0028,S003,260,186
L0002935,2025-11-06,BodyLine-1,A,P0010,S005,176,129
L0002936,2025-11-06,TrimLine-1,B,P0001,S001,262,232
L0002937,2025-11-06,ChassisLine-1,B,P0020,S006,396,289
L0002938,2025-11-06,BodyLine-1,B,P0035,S005,422,356
L0002939,2025-11-06,ChassisLine-1,A,P0015,S008,219,199
L0002940,2025-11-06,BodyLine-1,A,P0016,S007,246,176
L0002941,2025-11-06,BodyLine-2,A,P0026,S012,474,428
L0002942,2025-11-06,Final-1,B,P0027,S005,307,258
L0002943,2025-11-06,ChassisLine-1,B,P0021,S001,384,299
L0002944,2025-11-06,ChassisLine-1,A,P0036,S003,182,159
L0002945,2025-11-06,BodyLine-1,A,P0033,S001,161,147
L0002946,2025-11-06,Final-1,B,P0011,S011,472,410
L0002947,2025-11-06,Final-1,B,P0012,S001,400,355
L0002948,2025-11-06,TrimLine-1,B,P0030,S009,147,123
L0002949,2025-11-06,BodyLine-1,C,P0007,S007,125,99
L0002950,2025-11-06,BodyLine-2,A,P0019,S006,429,303
L0002951,2025-11-06,BodyLine-1,B,P0031,S006,510,387
L0002952,2025-11-07,BodyLine-1,B,P0019,S006,307,291
L0002953,2025-11-07,BodyLine-2,C,P0031,S006,214,171
L0002954,2025-11-07,Final-1,B,P0002,S010,465,446
L0002955,2025-11-07,ChassisLine-1,A,P0036,S003,140,135
L0002956,2025-11-07,ChassisLine-1,A,P0022,S012,469,379
L0002957,2025-11-07,TrimLine-1,A,P0014,S003,346,303
L0002958,2025-11-07,ChassisLine-1,C,P0017,S001,340,277
L0002959,2025-11-07,ChassisLine-1,B,P0028,S003,512,450
L0002960,2025-11-07,TrimLine-1,B,P0030,S009,327,229
L0002961,2025-11-07,BodyLine-1,B,P0009,S011,248,213
L0002962,2025-11-07,BodyLine-1,A,P0034,S006,477,457
L0002963,2025-11-07,BodyLine-1,B,P0033,S001,179,167
L0002964,2025-11-07,Final-1,A,P0001,S001,442,419
L0002965,2025-11-07,Final-1,C,P0006,S009,217,157
L0002966,2025-11-07,BodyLine-2,A,P0026,S012,421,344
L0002967,2025-11-07,TrimLine-1,A,P0004,S006,476,390
L0002968,2025-11-07,ChassisLine-1,B,P0021,S001,502,393
L0002969,2025-11-07,ChassisLine-1,A,P0020,S006,439,341
L0002970,2025-11-07,ChassisLine-1,B,P0008,S007,158,115
L0002971,2025-11-08,ChassisLine-1,A,P0020,S006,292,239
L0002972,2025-11-08,TrimLine-1,B,P0027,S005,178,133
L0002973,2025-11-08,BodyLine-2,C,P0009,S011,391,363
L0002974,2025-11-08,BodyLine-1,B,P0007,S007,295,270
L0002975,2025-11-08,BodyLine-1,B,P0031,S006,493,443
L0002976,2025-11-08,Final-1,A,P0014,S003,179,126
L0002977,2025-11-08,ChassisLine-1,B,P0017,S001,352,343
L0002978,2025-11-08,Final-1,A,P0002,S010,458,362
L0002979,2025-11-08,ChassisLine-1,B,P0015,S008,335,296
L0002980,2025-11-08,Final-1,A,P0029,S008,216,169
L0002981,2025-11-08,BodyLine-2,B,P0026,S012,303,215
L0002982,2025-11-08,BodyLine-2,B,P0019,S006,249,187
L0002983,2025-11-08,ChassisLine-1,A,P0028,S003,498,486
L0002984,2025-11-08,BodyLine-2,B,P0035,S005,408,333
L0002985,2025-11-08,TrimLine-1,A,P0006,S009,171,141
L0002986,2025-11-08,ChassisLine-1,A,P0021,S001,260,188
L0002987,2025-11-08,ChassisLine-1,A,P0036,S003,513,406
L0002988,2025-11-08,ChassisLine-1,C,P0032,S005,457,441
L0002989,2025-11-08,BodyLine-1,B,P0003,S007,329,317
L0002990,2025-11-08,ChassisLine-1,A,P0008,S007,223,203
L0002991,2025-11-08,TrimLine-1,C,P0011,S011,431,407
L0002992,2025-11-08,BodyLine-2,A,P0005,S001,188,174
L0002993,2025-11-08,BodyLine-2,B,P0016,S007,457,406
L0002994,2025-11-08,Final-1,B,P0024,S002,194,171
L0002995,2025-11-08,Final-1,A,P0030,S009,179,166
L0002996,2025-11-08,TrimLine-1,C,P0001,S001,488,380
L0002997,2025-11-08,ChassisLine-1,B,P0013,S007,430,398
L0002998,2025-11-09,Final-1,A,P0001,S001,427,383
L0002999,2025-11-09,TrimLine-1,B,P0029,S008,193,161
L0003000,2025-11-09,BodyLine-2,C,P0005,S001,128,120
L0003001,2025-11-09,ChassisLine-1,C,P0022,S012,261,235
L0003002,2025-11-09,ChassisLine-1,A,P0036,S003,382,303
L0003003,2025-11-09,BodyLine-2,C,P0009,S011,219,204
L0003004,2025-11-09,Final-1,A,P0024,S002,280,266
L0003005,2025-11-09,Final-1,C,P0012,S001,187,138
L0003006,2025-11-09,BodyLine-1,A,P0033,S001,309,300
L0003007,2025-11-09,ChassisLine-1,A,P0008,S007,268,202
L0003008,2025-11-09,BodyLine-1,B,P0010,S005,137,134
L0003009,2025-11-09,BodyLine-2,B,P0016,S007,217,154
L0003010,2025-11-09,TrimLine-1,B,P0004,S006,460,402
L0003011,2025-11-09,BodyLine-1,B,P0026,S012,205,194
L0003012,2025-11-09,TrimLine-1,A,P0027,S005,337,284
L0003013,2025-11-09,ChassisLine-1,B,P0017,S001,151,139
L0003014,2025-11-09,BodyLine-1,A,P0003,S007,205,148
L0003015,2025-11-09,ChassisLine-1,B,P0021,S001,125,101
L0003016,2025-11-09,BodyLine-1,C,P0007,S007,484,436
L0003017,2025-11-09,ChassisLine-1,A,P0032,S005,215,161
L0003018,2025-11-09,Final-1,B,P0025,S010,207,149
L0003019,2025-11-09,ChassisLine-1,B,P0015,S008,276,252
L0003020,2025-11-09,ChassisLine-1,A,P0020,S006,258,213
L0003021,2025-11-10,BodyLine-2,B,P0034,S006,429,376
L0003022,2025-11-10,BodyLine-1,B,P0003,S007,215,202
L0003023,2025-11-10,ChassisLine-1,A,P0020,S006,251,217
L0003024,2025-11-10,Final-1,B,P0002,S010,458,363
L0003025,2025-11-10,ChassisLine-1,B,P0017,S001,391,356
L0003026,2025-11-10,BodyLine-2,B,P0033,S001,243,178
L0003027,2025-11-10,TrimLine-1,B,P0014,S003,513,441
L0003028,2025-11-10,Final-1,B,P0023,S004,333,294
L0003029,2025-11-10,ChassisLine-1,A,P0028,S003,408,292
L0003030,2025-11-10,BodyLine-1,B,P0005,S001,258,194
L0003031,2025-11-10,BodyLine-2,C,P0009,S011,475,435
L0003032,2025-11-10,ChassisLine-1,A,P0015,S008,193,185
L0003033,2025-11-10,BodyLine-2,B,P0007,S007,256,210
L0003034,2025-11-10,BodyLine-1,C,P0019,S006,328,242
L0003035,2025-11-10,Final-1,A,P0018,S001,201,146
L0003036,2025-11-10,BodyLine-1,A,P0035,S005,431,344
L0003037,2025-11-10,BodyLine-2,A,P0016,S007,463,341
L0003038,2025-11-10,TrimLine-1,B,P0030,S009,517,480
L0003039,2025-11-10,ChassisLine-1,B,P0008,S007,313,292
L0003040,2025-11-10,ChassisLine-1,C,P0013,S007,515,417
L0003041,2025-11-10,ChassisLine-1,C,P0021,S001,182,140
L0003042,2025-11-10,BodyLine-2,A,P0031,S006,237,194
L0003043,2025-11-10,ChassisLine-1,B,P0022,S012,192,186
L0003044,2025-11-10,TrimLine-1,B,P0024,S002,276,258
L0003045,2025-11-10,ChassisLine-1,B,P0036,S003,399,339
L0003046,2025-11-11,BodyLine-2,A,P0010,S005,326,272
L0003047,2025-11-11,ChassisLine-1,A,P0015,S008,240,234
L0003048,2025-11-11,Final-1,B,P0029,S008,174,148
L0003049,2025-11-11,BodyLine-1,A,P0019,S006,487,457
L0003050,2025-11-11,BodyLine-2,B,P0033,S001,470,343
L0003051,2025-11-11,ChassisLine-1,B,P0013,S007,188,133
L0003052,2025-11-11,Final-1,B,P0014,S003,431,315
L0003053,2025-11-11,ChassisLine-1,A,P0017,S001,136,121
L0003054,2025-11-11,TrimLine-1,A,P0024,S002,435,324
L0003055,2025-11-11,BodyLine-1,A,P0005,S001,390,358
L0003056,2025-11-11,ChassisLine-1,C,P0008,S007,183,148
L0003057,2025-11-11,BodyLine-2,B,P0026,S012,197,154
L0003058,2025-11-11,ChassisLine-1,A,P0022,S012,273,206
L0003059,2025-11-11,BodyLine-2,A,P0016,S007,349,301
L0003060,2025-11-11,ChassisLine-1,A,P0020,S006,261,231
L0003061,2025-11-11,BodyLine-1,B,P0031,S006,308,238
L0003062,2025-11-11,ChassisLine-1,A,P0028,S003,283,202
L0003063,2025-11-11,ChassisLine-1,B,P0032,S005,242,205
L0003064,2025-11-11,Final-1,A,P0011,S011,146,141
L0003065,2025-11-11,BodyLine-2,A,P0034,S006,365,265
L0003066,2025-11-11,Final-1,A,P0025,S010,363,281
L0003067,2025-11-11,BodyLine-2,B,P0007,S007,328,315
L0003068,2025-11-11,Final-1,B,P0012,S001,162,157
L0003069,2025-11-11,TrimLine-1,B,P0027,S005,336,236
L0003070,2025-11-11,Final-1,B,P0018,S001,195,142
L0003071,2025-11-11,BodyLine-2,C,P0035,S005,357,330
L0003072,2025-11-12,BodyLine-2,C,P0005,S001,283,251
L0003073,2025-11-12,BodyLine-1,B,P0016,S007,226,159
L0003074,2025-11-12,ChassisLine-1,B,P0017,S001,463,440
L0003075,2025-11-12,ChassisLine-1,C,P0020,S006,471,406
L0003076,2025-11-12,ChassisLine-1,A,P0036,S003,429,389
L0003077,2025-11-12,BodyLine-2,B,P0009,S011,334,262
L0003078,2025-11-12,ChassisLine-1,B,P0008,S007,405,329
L0003079,2025-11-12,Final-1,A,P0029,S008,454,354
L0003080,2025-11-12,BodyLine-1,A,P0019,S006,483,368
L0003081,2025-11-12,ChassisLine-1,A,P0022,S012,366,336
L0003082,2025-11-12,Final-1,A,P0027,S005,343,267
L0003083,2025-11-12,TrimLine-1,A,P0002,S010,257,228
L0003084,2025-11-12,ChassisLine-1,A,P0021,S001,170,121
L0003085,2025-11-12,BodyLine-2,B,P0033,S001,297,245
L0003086,2025-11-12,Final-1,B,P0001,S001,207,173
L0003087,2025-11-12,BodyLine-1,A,P0034,S006,243,189
L0003088,2025-11-12,Final-1,A,P0014,S003,312,260
L0003089,2025-11-12,ChassisLine-1,C,P0015,S008,238,228
L0003090,2025-11-12,BodyLine-2,B,P0035,S005,444,363
L0003091,2025-11-12,BodyLine-1,B,P0007,S007,325,312
L0003092,2025-11-12,BodyLine-1,A,P0003,S007,255,194
L0003093,2025-11-12,BodyLine-1,B,P0031,S006,218,176
L0003094,2025-11-13,BodyLine-2,B,P0033,S001,129,123
L0003095,2025-11-13,Final-1,B,P0012,S001,358,285
L0003096,2025-11-13,BodyLine-1,B,P0009,S011,306,250
L0003097,2025-11-13,ChassisLine-1,C,P0022,S012,294,212
L0003098,2025-11-13,BodyLine-1,A,P0003,S007,232,199
L0003099,2025-11-13,Final-1,A,P0027,S005,436,314
L0003100,2025-11-13,BodyLine-2,A,P0026,S012,278,240
L0003101,2025-11-13,Final-1,A,P0014,S003,174,129
L0003102,2025-11-13,BodyLine-2,A,P0019,S006,380,269
L0003103,2025-11-13,Final-1,B,P0024,S002,322,228
L0003104,2025-11-13,ChassisLine-1,A,P0008,S007,223,190
L0003105,2025-11-13,BodyLine-1,C,P0016,S007,250,229
L0003106,2025-11-13,ChassisLine-1,A,P0032,S005,387,305
L0003107,2025-11-13,ChassisLine-1,B,P0015,S008,389,336
L0003108,2025-11-13,BodyLine-2,C,P0007,S007,334,281
L0003109,2025-11-13,TrimLine-1,A,P0011,S011,220,168
L0003110,2025-11-13,BodyLine-2,A,P0034,S006,170,142
L0003111,2025-11-13,ChassisLine-1,B,P0028,S003,255,183
L0003112,2025-11-13,Final-1,C,P0029,S008,453,404
L0003113,2025-11-13,Final-1,B,P0001,S001,314,237
L0003114,2025-11-13,ChassisLine-1,A,P0020,S006,258,190
L0003115,2025-11-13,Final-1,C,P0006,S009,324,283
L0003116,2025-11-13,TrimLine-1,A,P0004,S006,348,258
L0003117,2025-11-13,BodyLine-1,B,P0035,S005,288,271
L0003118,2025-11-14,Final-1,A,P0006,S009,424,350
L0003119,2025-11-14,BodyLine-2,A,P0031,S006,475,407
L0003120,2025-11-14,TrimLine-1,C,P0025,S010,351,269
L0003121,2025-11-14,BodyLine-2,B,P0009,S011,518,444
L0003122,2025-11-14,ChassisLine-1,A,P0020,S006,438,355
L0003123,2025-11-14,ChassisLine-1,A,P0015,S008,465,351
L0003124,2025-11-14,BodyLine-2,A,P0035,S005,194,147
L0003125,2025-11-14,ChassisLine-1,A,P0022,S012,346,291
L0003126,2025-11-14,BodyLine-1,B,P0007,S007,361,352
L0003127,2025-11-14,BodyLine-2,B,P0019,S006,466,436
L0003128,2025-11-14,ChassisLine-1,B,P0032,S005,402,303
L0003129,2025-11-14,BodyLine-1,B,P0010,S005,268,201
L0003130,2025-11-14,BodyLine-2,B,P0033,S001,159,150
L0003131,2025-11-14,ChassisLine-1,A,P0028,S003,381,318
L0003132,2025-11-14,TrimLine-1,C,P0027,S005,282,250
L0003133,2025-11-14,ChassisLine-1,B,P0013,S007,393,374
L0003134,2025-11-14,Final-1,A,P0024,S002,308,290
L0003135,2025-11-14,TrimLine-1,C,P0011,S011,241,215
L0003136,2025-11-14,BodyLine-2,B,P0003,S007,406,350
L0003137,2025-11-14,BodyLine-1,B,P0016,S007,385,352
L0003138,2025-11-14,ChassisLine-1,B,P0021,S001,372,316
L0003139,2025-11-15,ChassisLine-1,A,P0028,S003,231,173
L0003140,2025-11-15,BodyLine-2,A,P0007,S007,277,245
L0003141,2025-11-15,Final-1,C,P0002,S010,309,296
L0003142,2025-11-15,ChassisLine-1,A,P0017,S001,341,250
L0003143,2025-11-15,ChassisLine-1,A,P0032,S005,347,301
L0003144,2025-11-15,TrimLine-1,B,P0001,S001,302,245
L0003145,2025-11-15,BodyLine-1,A,P0005,S001,494,477
L0003146,2025-11-15,TrimLine-1,B,P0014,S003,130,107
L0003147,2025-11-15,ChassisLine-1,A,P0021,S001,194,166
L0003148,2025-11-15,ChassisLine-1,C,P0008,S007,473,340
L0003149,2025-11-15,BodyLine-2,B,P0031,S006,343,282
L0003150,2025-11-15,BodyLine-2,B,P0026,S012,481,337
L0003151,2025-11-15,Final-1,C,P0018,S001,287,270
L0003152,2025-11-15,ChassisLine-1,A,P0015,S008,247,185
L0003153,2025-11-15,BodyLine-2,A,P0019,S006,325,282
L0003154,2025-11-15,Final-1,A,P0004,S006,376,363
L0003155,2025-11-15,TrimLine-1,C,P0027,S005,256,198
L0003156,2025-11-15,ChassisLine-1,C,P0013,S007,484,342
L0003157,2025-11-16,BodyLine-2,B,P0005,S001,442,409
L0003158,2025-11-16,Final-1,B,P0002,S010,250,195
L0003159,2025-11-16,BodyLine-1,B,P0010,S005,343,256
L0003160,2025-11-16,BodyLine-2,B,P0031,S006,325,228
L0003161,2025-11-16,Final-1,A,P0027,S005,182,166
L0003162,2025-11-16,ChassisLine-1,B,P0036,S003,138,104
L0003163,2025-11-16,BodyLine-2,A,P0016,S007,217,167
L0003164,2025-11-16,BodyLine-1,C,P0026,S012,345,275
L0003165,2025-11-16,TrimLine-1,B,P0029,S008,374,316
L0003166,2025-11-16,BodyLine-1,A,P0035,S005,211,156
L0003167,2025-11-16,ChassisLine-1,B,P0032,S005,518,388
L0003168,2025-11-16,ChassisLine-1,B,P0008,S007,167,160
L0003169,2025-11-16,BodyLine-2,C,P0019,S006,143,121
L0003170,2025-11-16,BodyLine-2,A,P0009,S011,237,178
L0003171,2025-11-16,ChassisLine-1,A,P0022,S012,453,398
L0003172,2025-11-16,ChassisLine-1,A,P0013,S007,508,421
L0003173,2025-11-16,ChassisLine-1,C,P0017,S001,198,188
L0003174,2025-11-16,ChassisLine-1,A,P0020,S006,338,276
L0003175,2025-11-16,TrimLine-1,B,P0018,S001,486,403
L0003176,2025-11-16,Final-1,C,P0012,S001,504,490
L0003177,2025-11-16,Final-1,A,P0006,S009,126,123
L0003178,2025-11-16,BodyLine-2,B,P0003,S007,484,435
L0003179,2025-11-16,BodyLine-1,A,P0007,S007,443,342
L0003180,2025-11-16,TrimLine-1,A,P0030,S009,180,142
L0003181,2025-11-16,TrimLine-1,A,P0011,S011,423,372
L0003182,2025-11-17,Final-1,A,P0030,S009,477,446
L0003183,2025-11-17,BodyLine-1,B,P0007,S007,480,365
L0003184,2025-11-17,TrimLine-1,A,P0024,S002,452,356
L0003185,2025-11-17,Final-1,A,P0025,S010,272,240
L0003186,2025-11-17,BodyLine-1,B,P0031,S006,259,212
L0003187,2025-11-17,ChassisLine-1,A,P0021,S001,254,216
L0003188,2025-11-17,ChassisLine-1,A,P0017,S001,334,259
L0003189,2025-11-17,Final-1,B,P0011,S011,128,97
